# name,mass,radius,orbital_period,star_distance,star_mass,discovered,detection_type
HAT-P-13 b,0.85,1.28,2.916243,214.0,1.22,2009.0,Primary Transit
HAT-P-13 c,,,446.27,214.0,1.22,2009.0,Radial Velocity
HAT-P-14 b,2.444,1.01,4.627686,205.0,1.386,2010.0,Primary Transit
HAT-P-15 b,1.946,1.072,10.863502,190.0,1.013,2010.0,Primary Transit
HAT-P-16 b,4.1930000000000005,1.2890000000000001,2.77596,235.0,1.218,2010.0,Primary Transit
HAT-P-17 b,0.534,1.01,10.338523,90.0,0.857,2010.0,Primary Transit
HAT-P-17 c,,,1798.0,90.0,0.857,2010.0,Radial Velocity
HAT-P-18 b,0.183,0.9470000000000001,5.5080290000000005,166.0,0.77,2010.0,Primary Transit
HAT-P-19 b,0.292,1.1320000000000001,4.0087839999999995,215.0,0.8420000000000001,2010.0,Primary Transit
HAT-P-2 b,8.74,0.951,5.633472900000001,118.0,1.34,2007.0,Primary Transit
HAT-P-20 b,7.246,0.867,2.875317,70.0,0.7559999999999999,2010.0,Primary Transit
HAT-P-21 b,4.063,1.024,4.124461,254.0,0.9470000000000001,2010.0,Primary Transit
HAT-P-22 b,2.147,1.08,3.21222,82.0,0.9159999999999999,2010.0,Primary Transit
HAT-P-23 b,2.09,1.368,1.212884,393.0,1.13,2010.0,Primary Transit
HAT-P-24 b,0.685,1.242,3.3552400000000002,306.0,1.1909999999999998,2010.0,Primary Transit
HAT-P-25 b,0.5670000000000001,1.19,3.652836,297.0,1.01,2010.0,Primary Transit
HAT-P-26 b,0.0585,0.5647,4.234516,134.0,0.816,2010.0,Primary Transit
HAT-P-27 b,0.66,1.055,3.0395803,204.0,0.945,2011.0,Primary Transit
HAT-P-28 b,0.626,1.212,3.257215,395.0,1.025,2011.0,Primary Transit
HAT-P-29 b,0.778,1.107,5.723186,322.0,1.207,2011.0,Primary Transit
HAT-P-3 b,0.591,0.8270000000000001,2.8997029999999997,130.0,0.917,2007.0,Primary Transit
HAT-P-30 b,0.711,1.34,2.810595,193.0,1.18,2011.0,Primary Transit
HAT-P-31 b,2.171,1.07,5.005425,354.0,1.218,2011.0,Primary Transit
HAT-P-32 b,0.75,1.7890000000000001,2.15000825,320.0,1.176,2011.0,Primary Transit
HAT-P-33 b,0.763,1.827,3.474474,419.0,1.403,2011.0,Primary Transit
HAT-P-34 b,3.3280000000000003,1.107,5.452654,257.0,1.36,2012.0,Primary Transit
HAT-P-35 b,1.054,1.3319999999999999,3.6467059999999996,535.0,1.236,2012.0,Primary Transit
HAT-P-36 b,1.8319999999999999,1.264,1.3273469999999998,317.0,1.022,2012.0,Primary Transit
HAT-P-37 b,1.169,1.178,2.7974360000000003,411.0,0.929,2012.0,Primary Transit
HAT-P-38 b,0.267,0.825,4.640382,249.0,0.8859999999999999,2012.0,Primary Transit
HAT-P-39 b,0.599,1.571,3.5438699999999996,642.0,1.4040000000000001,2012.0,Primary Transit
HAT-P-4 b,0.68,1.27,3.0565113999999998,310.0,1.26,2007.0,Primary Transit
HAT-P-40 b,0.615,1.73,4.457243,501.0,1.5119999999999998,2012.0,Primary Transit
HAT-P-41 b,0.8,1.685,2.6940470000000003,344.0,1.28,2012.0,Primary Transit
HAT-P-42 b,0.975,1.2770000000000001,4.641876,447.0,1.179,2012.0,Primary Transit
HAT-P-43 b,0.66,1.2830000000000001,3.3326879999999997,543.0,1.048,2012.0,Primary Transit
HAT-P-44 b,0.392,1.28,4.301216999999999,374.0,0.9390000000000001,2013.0,Primary Transit
HAT-P-44 c,1.6,,219.9,374.0,0.9390000000000001,2013.0,Primary Transit
HAT-P-45 b,0.892,1.426,3.1289919999999998,305.0,1.2590000000000001,2013.0,Primary Transit
HAT-P-46 b,0.493,1.284,4.463129,296.0,1.284,2013.0,Primary Transit
HAT-P-46 c,2.0,,77.7,296.0,1.284,2013.0,Primary Transit
HAT-P-47 b,0.20600000000000002,1.3130000000000002,4.732182,268.0,1.3869999999999998,2016.0,Primary Transit
HAT-P-48 b,0.168,1.131,4.40865,305.0,1.099,2016.0,Primary Transit
HAT-P-49 b,1.73,1.413,2.691548,322.0,1.5430000000000001,2014.0,Primary Transit
HAT-P-5 b,1.06,1.252,2.788491,340.0,1.163,2007.0,Primary Transit
HAT-P-50 b,1.36,1.288,3.1220109000000003,597.0,1.273,2015.0,Primary Transit
HAT-P-51 b,0.309,1.2930000000000001,4.2180278,470.0,0.976,2015.0,Primary Transit
HAT-P-52 b,0.8190000000000001,1.0090000000000001,2.7535952999999997,385.0,0.887,2015.0,Primary Transit
HAT-P-53 b,1.4869999999999999,1.318,1.9616241,719.0,1.093,2015.0,Primary Transit
HAT-P-54 b,0.76,0.9440000000000001,3.799847,135.8,0.645,2014.0,Primary Transit
HAT-P-55 b,0.5820000000000001,1.182,3.5852467000000003,480.0,1.013,2015.0,Primary Transit
HAT-P-56 b,2.31,1.51,2.79083,323.5,1.42,2015.0,Primary Transit
HAT-P-57 b,1.85,1.413,2.4652950000000002,303.0,1.47,2015.0,Primary Transit
HAT-P-58 b,0.37200000000000005,1.3319999999999999,4.0138370000000005,519.0,1.031,2020.0,Primary Transit
HAT-P-59 b,1.54,1.123,4.1419771,267.3,1.0,2020.0,Primary Transit
HAT-P-6 b,1.057,1.33,3.8530029999999997,200.0,1.29,2007.0,Primary Transit
HAT-P-60 b,0.574,1.631,4.7947812999999995,235.4,1.435,2020.0,Primary Transit
HAT-P-61 b,1.057,0.899,1.90231289,343.2,1.004,2020.0,Primary Transit
HAT-P-62 b,0.7609999999999999,1.073,2.6453235,353.1,1.023,2020.0,Primary Transit
HAT-P-63 b,0.614,1.119,3.377728,408.0,0.925,2020.0,Primary Transit
HAT-P-64 b,0.58,1.703,4.007232,635.0,1.298,2020.0,Primary Transit
HAT-P-65 b,0.527,1.89,2.6054552,841.0,1.212,2016.0,Primary Transit
HAT-P-66 b,0.7829999999999999,1.59,2.972086,927.0,1.255,2016.0,Primary Transit
HAT-P-67 b,0.34,2.085,4.81010205,320.0,1.642,2017.0,Primary Transit
HAT-P-68 b,0.7240000000000001,1.072,2.29840551,202.0,0.6785,2020.0,Primary Transit
HAT-P-69 b,3.58,1.676,4.786949099999999,343.9,1.6980000000000002,2019.0,Primary Transit
HAT-P-7 b,1.7409999999999999,1.431,2.204735471,320.0,1.51,2008.0,Primary Transit
HAT-P-70 b,6.78,1.87,2.74432452,329.0,1.89,2019.0,Primary Transit
HAT-P-8 b,1.34,1.5,3.0763402,230.0,1.28,2008.0,Primary Transit
HAT-P-9 b,0.67,1.4,3.922814,480.0,1.28,2008.0,Primary Transit
HATS-1 b,1.855,1.3019999999999998,3.4464589999999995,303.0,0.986,2012.0,Primary Transit
HATS-10 b,0.526,0.9690000000000001,3.312846,496.0,1.1,2015.0,Primary Transit
HATS-11 b,0.85,1.609,3.619188,967.34,1.33,2016.0,Primary Transit
HATS-12 b,2.38,0.6920000000000001,3.142702,512.41,1.16,2016.0,Primary Transit
HATS-13 b,0.5429999999999999,1.212,3.0440499,476.0,0.9620000000000001,2015.0,Primary Transit
HATS-14 b,1.071,1.0390000000000001,2.7667641,513.0,0.9670000000000001,2015.0,Primary Transit
HATS-15 b,2.17,1.105,1.74748753,689.0,0.871,2014.0,Primary Transit
HATS-16 b,3.27,1.3,2.686502,774.0,0.97,2015.0,Primary Transit
HATS-17 b,1.338,0.777,16.254610999999997,339.0,1.131,2016.0,Primary Transit
HATS-18 b,1.98,1.337,0.8378434000000001,645.0,1.037,2016.0,Primary Transit
HATS-19 b,0.42700000000000005,1.66,4.569673000000001,780.0,1.3030000000000002,2016.0,Primary Transit
HATS-2 b,1.345,1.168,1.354133,360.0,0.882,2013.0,Primary Transit
HATS-20 b,0.273,0.7759999999999999,3.7992969,454.0,0.91,2016.0,Primary Transit
HATS-21 b,0.332,1.123,3.5543972999999998,286.0,1.08,2016.0,Primary Transit
HATS-22 b,2.74,0.953,4.7228124000000005,207.9,0.759,2016.0,Primary Transit
HATS-23 b,1.47,1.86,2.1605156,747.0,1.121,2015.0,Primary Transit
HATS-24 b,2.44,1.4869999999999999,1.3484954,510.0,1.212,2016.0,Primary Transit
HATS-25 b,0.613,1.26,4.2986432,466.0,0.9940000000000001,2016.0,Primary Transit
HATS-26 b,0.65,1.75,3.3023881,907.0,1.2990000000000002,2016.0,Primary Transit
HATS-27 b,0.53,1.5,4.6370379999999995,840.0,1.415,2016.0,Primary Transit
HATS-28 b,0.672,1.194,3.1810781,521.0,0.929,2016.0,Primary Transit
HATS-29 b,0.653,1.251,4.605874900000001,351.0,1.032,2016.0,Primary Transit
HATS-3 b,1.071,1.381,3.547851,453.0,1.209,2013.0,Primary Transit
HATS-30 b,0.706,1.175,3.1743516,339.0,1.093,2016.0,Primary Transit
HATS-31 b,0.88,1.64,3.37796,872.0,1.275,2016.0,Primary Transit
HATS-32 b,0.92,1.249,2.8126548,839.0,1.099,2016.0,Primary Transit
HATS-33 b,1.192,1.23,2.5495551,355.0,1.062,2016.0,Primary Transit
HATS-34 b,0.941,1.43,2.1061607,532.0,0.955,2016.0,Primary Transit
HATS-35 b,1.222,1.464,1.8209933,557.0,1.317,2016.0,Primary Transit
HATS-36 b,2.79,1.153,4.175186,878.65,1.1,2018.0,Primary Transit
HATS-37A b,0.099,0.606,4.3315366,211.1,0.843,2020.0,Primary Transit
HATS-38 b,0.07400000000000001,0.614,4.375021,347.7,0.89,2020.0,Primary Transit
HATS-39 b,0.63,1.57,4.5776348,773.0,1.379,2018.0,Primary Transit
HATS-4 b,1.3230000000000002,1.02,2.516729,420.0,1.001,2014.0,Primary Transit
HATS-40 b,1.59,1.58,3.2642736,1431.0,1.56,2018.0,Primary Transit
HATS-41 b,9.7,1.33,4.193649,800.0,1.496,2018.0,Primary Transit
HATS-42 b,1.88,1.4,2.292102,942.0,1.273,2018.0,Primary Transit
HATS-43 b,0.261,1.18,4.388849700000001,341.0,0.8370000000000001,2017.0,Primary Transit
HATS-44 b,0.56,1.067,2.7439004000000002,463.0,0.86,2017.0,Primary Transit
HATS-45 b,0.7,1.286,4.1876244,818.0,1.272,2017.0,Primary Transit
HATS-46 b,0.17300000000000001,0.903,4.7423729,448.0,0.917,2017.0,Primary Transit
HATS-47 b,0.369,1.117,3.9228038,301.7,0.674,2020.0,Primary Transit
HATS-48A b,0.243,0.8,3.1316666,265.4,0.7279,2020.0,Primary Transit
HATS-49 b,0.353,0.765,4.1480467,324.6,0.7133,2020.0,Primary Transit
HATS-5 b,0.237,0.912,4.763387000000001,257.0,0.9359999999999999,2014.0,Primary Transit
HATS-50 b,0.39,1.13,3.8297015,717.0,1.168,2017.0,Primary Transit
HATS-51 b,0.768,1.41,3.3488702000000004,478.0,1.187,2017.0,Primary Transit
HATS-52 b,2.24,1.382,1.3665436000000002,631.0,1.111,2017.0,Primary Transit
HATS-53 b,0.595,1.34,3.8537767999999994,613.0,0.9640000000000001,2017.0,Primary Transit
HATS-54 b,0.76,1.067,2.5441827999999997,769.0,1.0070000000000001,2018.0,Primary Transit
HATS-55 b,0.9209999999999999,1.251,,623.6,1.1955,2018.0,Primary Transit
HATS-56 b,0.602,1.6880000000000002,4.324799,577.1,1.5730000000000002,2018.0,Primary Transit
HATS-57 b,3.147,1.13,2.350621,280.0,1.026,2018.0,Primary Transit
HATS-58A b,1.03,1.095,4.218089599999999,492.0,1.4609999999999999,2018.0,Primary Transit
HATS-59 b,0.8059999999999999,1.126,5.416081,654.0,1.038,2018.0,Primary Transit
HATS-59 c,,,1422.0,654.0,1.038,2018.0,Radial Velocity
HATS-6 b,0.319,0.998,3.3252725,148.4,0.574,2014.0,Primary Transit
HATS-60 b,0.662,1.153,3.560829,494.7,1.1,2018.0,Primary Transit
HATS-61 b,3.4,1.195,7.817953,694.2,1.075,2018.0,Primary Transit
HATS-62 b,0.179,1.055,3.2768837,515.9,0.9109999999999999,2018.0,Primary Transit
HATS-63 b,0.96,1.207,3.0566527000000003,634.4,0.9309999999999999,2018.0,Primary Transit
HATS-64 b,0.96,1.679,4.9088970000000005,1087.0,1.5619999999999998,2018.0,Primary Transit
HATS-65 b,0.821,1.501,3.105161,491.0,1.2690000000000001,2018.0,Primary Transit
HATS-66 b,5.33,1.411,3.1414391,1542.0,1.406,2018.0,Primary Transit
HATS-67 b,1.45,1.685,1.6091788,983.0,1.44,2018.0,Primary Transit
HATS-68 b,1.29,1.2321,3.5862202000000005,619.0,1.337,2018.0,Primary Transit
HATS-69 b,0.5770000000000001,0.945,2.2252577000000002,420.3,0.892,2018.0,Primary Transit
HATS-7 b,0.12,0.563,3.185315,257.0,0.8490000000000001,2015.0,Primary Transit
HATS-70 b,12.9,1.3840000000000001,1.8882378,1307.0,1.78,2018.0,Primary Transit
HATS-71A b,0.45,1.08,3.7955212999999994,140.68,0.569,2018.0,Primary Transit
HATS-72 b,0.1254,0.7224,7.3279474,127.66,0.7311,2020.0,Primary Transit
HATS-8 b,0.138,0.873,3.583893,829.0,1.056,2015.0,Primary Transit
HATS-9 b,0.8390000000000001,1.236,1.915291,654.36,1.1,2015.0,Primary Transit
HD 100655 b,,,157.57,122.0,2.4,2011.0,Radial Velocity
HD 100777 b,,,383.7,52.8,1.0,2007.0,Radial Velocity
HD 10180 c,,,5.75979,39.4,1.06,2010.0,Radial Velocity
HD 10180 d,,,16.3579,39.4,1.06,2010.0,Radial Velocity
HD 10180 e,,,49.745,39.4,1.06,2010.0,Radial Velocity
HD 10180 f,,,122.76,39.4,1.06,2010.0,Radial Velocity
HD 10180 g,,,601.2,39.4,1.06,2010.0,Radial Velocity
HD 10180 h,,,2222.0,39.4,1.06,2010.0,Radial Velocity
HD 101930 b,,,70.46,30.49,0.74,2005.0,Radial Velocity
HD 102117 b,,,20.67,42.0,1.03,2004.0,Radial Velocity
HD 102195 b,0.46,,4.113775,28.98,0.9259999999999999,2005.0,Radial Velocity
HD 102272 b,,,127.58,360.0,1.9,2008.0,Radial Velocity
HD 102272 c,,,520.0,360.0,1.9,2008.0,Radial Velocity
HD 102329 b,,,778.1,158.0,1.95,2011.0,Radial Velocity
HD 102329 c,,,1123.0,158.0,1.95,2010.0,Radial Velocity
HD 102365 A b,,,122.1,9.24,0.85,2011.0,Radial Velocity
HD 102843 b,,,3090.9,62.85,0.95,2019.0,Radial Velocity
HD 102956 b,,,6.4947,126.0,1.68,2010.0,Radial Velocity
HD 103197 b,,,47.84,49.3,0.9,2009.0,Radial Velocity
HD 103720 b,,,4.5557,41.6,0.794,2014.0,Radial Velocity
HD 103774 A b,,,5.8881,55.0,1.335,2013.0,Radial Velocity
HD 103949 b,,,120.87799999999999,26.52,0.77,2019.0,Radial Velocity
HD 104067 b,,,55.806000000000004,20.8,0.7909999999999999,2009.0,Radial Velocity
HD 10442 b,,,1043.0,,1.56,2014.0,Primary Transit
HD 104985 b,,,199.505,102.0,1.6,2003.0,Radial Velocity
HD 106252 b,32.86,,1600.0,37.44,0.96,2002.0,Radial Velocity
HD 106270 b,,,2890.0,84.9,1.32,2011.0,Radial Velocity
HD 106315 b,0.039639999999999995,0.218,9.55237,109.0,1.09,2017.0,Primary Transit
HD 106315 c,0.04782,0.38799999999999996,21.05704,109.0,1.09,2017.0,Primary Transit
HD 10647 b,,,1003.0,17.3,1.1,2003.0,Radial Velocity
HD 106515 A b,,,3630.0,35.2,0.91,2011.0,Radial Velocity
HD 106574 b,,,1065.7,143.0,1.2,2018.0,Radial Velocity
HD 106906 (AB) b,11.0,,,92.0,1.5,2013.0,Imaging
HD 10697 b,6.837000000000001,1.1520000000000001,1075.69,32.56,1.13,2000.0,Radial Velocity
HD 107148 b,,,48.056000000000004,51.3,1.12,2006.0,Radial Velocity
HD 107148 c,,,18.3267,51.3,1.12,2021.0,Radial Velocity
HD 108147 b,,,10.8985,38.57,1.19,2002.0,Radial Velocity
HD 108236 f,,0.17995,29.54115,64.6,0.853,2020.0,Primary Transit
HD 108341 A b,,,1129.0,49.4,0.843,2014.0,Radial Velocity
HD 108863 b,,,443.4,139.0,1.85,2011.0,Radial Velocity
HD 108874 b,,,395.4,68.5,1.0,2003.0,Radial Velocity
HD 108874 c,,,1605.8,68.5,1.0,2005.0,Radial Velocity
HD 109246 b,,,68.27,65.6,1.01,2010.0,Radial Velocity
HD 109271 b,,,7.8543,62.0,1.047,2013.0,Radial Velocity
HD 109271 c,,,30.93,62.0,1.047,2013.0,Radial Velocity
HD 109286 b,,,520.1,55.5,0.98,2020.0,Radial Velocity
HD 109749 b,,0.99,5.23921,59.0,1.2,2005.0,Radial Velocity
HD 110014 b,,,835.477,90.0,2.17,2009.0,Radial Velocity
HD 110014 c,,,130.0,90.0,2.17,2015.0,Radial Velocity
HD 110113 b,4.55,0.1829,2.541,106.3,0.997,2021.0,Primary Transit
HD 110113 c,,,6.744,106.3,0.997,2021.0,Radial Velocity
HD 111232 b,,,1143.0,29.0,0.78,2004.0,Radial Velocity
HD 111591 b,,,1056.4,108.0,1.94,2017.0,Radial Velocity
HD 11231 b,,,5.2049,134.0,1.44,2019.0,Radial Velocity
HD 112640 b,,,613.2,326.8,1.8,2020.0,Radial Velocity
HD 113337 b,,,323.4,36.9,1.4,2013.0,Radial Velocity
HD 113337 c,,,3264.7,36.9,1.4,2018.0,Radial Velocity
HD 113538 b,,,663.2,15.8,0.585,2010.0,Radial Velocity
HD 113538 c,,,1818.0,15.8,0.585,2010.0,Radial Velocity
HD 113996 b,,,610.2,102.0,1.49,2017.0,Radial Velocity
HD 114386 b,,,937.0,28.0,0.75,2003.0,Radial Velocity
HD 114386 c,,,1046.0,28.0,0.75,2011.0,Radial Velocity
HD 114613 b,,1.182,4000.0,20.67,1.27,2014.0,Radial Velocity
HD 114729 A b,,,1135.0,35.0,0.93,2002.0,Radial Velocity
HD 114783 b,6.3,,493.7,20.4,0.92,2001.0,Radial Velocity
HD 114783 c,,,4318.0,20.4,0.92,2010.0,Radial Velocity
HD 11506 b,,,1622.1,51.261,1.24,2007.0,Radial Velocity
HD 11506 c,,,223.41,51.261,1.24,2009.0,Radial Velocity
HD 115594 b,,,3700.0,218.39,1.18,2021.0,Radial Velocity
HD 1160 b,20.0,,,103.5,,2012.0,Imaging
HD 116029 A b,,,670.2,123.2,1.58,2011.0,Radial Velocity
HD 116029 A c,,,907.0,123.2,1.58,2010.0,Radial Velocity
HD 117207 b,,,2627.08,33.0,1.07,2004.0,Radial Velocity
HD 11755 b,,,433.7,231.5,0.9,2015.0,Radial Velocity
HD 117618 b,,,25.8,38.0,1.05,2004.0,Radial Velocity
HD 118203 b,2.173,1.133,6.1349800000000005,88.6,1.23,2005.0,Radial Velocity
HD 118865 B,55.0,,,,,2013.0,Imaging
HD 118904 b,,,676.7,111.0,1.4,2018.0,Radial Velocity
HD 119445 b,,,410.2,,3.9,2009.0,Radial Velocity
HD 11964 b,,,1945.0,33.98,1.125,2005.0,Radial Velocity
HD 11964 c,,,37.91,33.98,1.125,2005.0,Radial Velocity
HD 11977 b,,,711.0,66.5,1.91,2005.0,Radial Velocity
HD 120084 b,,,2082.0,97.7,2.39,2013.0,Radial Velocity
HD 121504 b,,,63.33,44.37,1.18,2003.0,Radial Velocity
HD 122562 b,,,2777.0,53.8,1.13,2016.0,Radial Velocity
HD 124330 b,,,270.66,60.3,,2021.0,Radial Velocity
HD 12484 b,,,58.83,51.1,1.01,2016.0,Radial Velocity
HD 125390 b,,1.08,1756.2,154.3,1.36,2018.0,Radial Velocity
HD 125595 b,,,9.6737,27.4,0.7559999999999999,2009.0,Radial Velocity
HD 125612 b,,,502.0,52.82,1.1,2007.0,Radial Velocity
HD 125612 c,,,4.1547,52.82,1.1,2009.0,Radial Velocity
HD 125612 d,,,3008.0,52.82,1.1,2009.0,Radial Velocity
HD 126053 B,35.0,0.9,,17.4385,0.87,2012.0,Imaging
HD 12648 b,,,133.6,158.4,1.2,2015.0,Radial Velocity
HD 126525 b,,,948.12,38.1,,2011.0,Radial Velocity
HD 12661 b,,,263.6,37.16,1.07,2000.0,Radial Velocity
HD 12661 c,,,1708.0,37.16,1.07,2002.0,Radial Velocity
HD 126614 A b,,,1244.0,72.4,1.145,2010.0,Radial Velocity
HD 128311 b,,,448.6,16.6,0.84,2002.0,Radial Velocity
HD 128311 c,4.19,,919.0,16.6,0.84,2005.0,Radial Velocity
HD 128356 b,,,298.2,26.03,0.65,2016.0,Radial Velocity
HD 129445 b,,,1840.0,67.61,0.99,2010.0,Radial Velocity
HD 130322 b,1.05,,10.72,30.0,0.79,1999.0,Radial Velocity
HD 131496 b,,,883.0,110.0,1.61,2011.0,Radial Velocity
HD 13167 b,,1.167,2613.0,149.6,1.35,2018.0,Radial Velocity
HD 13189 b,,,471.6,185.0,4.5,2005.0,Radial Velocity
HD 132406 b,,,974.0,71.0,1.09,2007.0,Radial Velocity
HD 132563 B b,,,1544.0,96.0,1.01,2011.0,Radial Velocity
HD 133131 A b,,,649.0,47.0,0.95,2016.0,Radial Velocity
HD 133131 A c,,,3407.0,47.0,0.95,2016.0,Radial Velocity
HD 133131 B b,,,6119.0,47.0,0.93,2016.0,Radial Velocity
HD 134060 b,,,3.27,24.2,,2011.0,Radial Velocity
HD 134060 c,,,1160.9,24.2,,2011.0,Radial Velocity
HD 134113 b,,,201.68,71.9,0.81,2016.0,Radial Velocity
HD 134606 b,,,12.083,26.5,,2011.0,Radial Velocity
HD 134606 c,,,59.519,26.5,,2011.0,Radial Velocity
HD 134606 d,,,459.26,26.5,,2011.0,Radial Velocity
HD 134987 b,,,258.19,22.2,1.07,1999.0,Radial Velocity
HD 134987 c,,,5000.0,22.2,1.07,2009.0,Radial Velocity
HD 136118 b,42.0,,1209.0,52.3,1.24,2002.0,Default
HD 136352 b,0.01454,0.13222,11.57779,14.8,,2011.0,Radial Velocity
HD 136352 c,0.035519999999999996,0.183854,27.5909,14.8,,2011.0,Radial Velocity
HD 136352 d,0.02775,0.2284,107.63,14.8,,2011.0,Radial Velocity
HD 136418 b,,,464.3,98.2,1.33,2010.0,Radial Velocity
HD 136925 b,,,4540.0,,,2021.0,Radial Velocity
HD 13724 b,50.5,,44926.0,43.47,1.14,2019.0,Radial Velocity
HD 137388 b,,,330.0,38.0,0.86,2011.0,Radial Velocity
HD 137510 b,,,801.3,41.75,1.36,2004.0,Radial Velocity
HD 13808 b,,,14.1774,28.6,,2011.0,Radial Velocity
HD 13808 c,,,53.803999999999995,28.6,,2011.0,Radial Velocity
HD 13908 b,,,19.382,71.2,1.29,2013.0,Radial Velocity
HD 13908 c,,,931.0,71.2,1.29,2013.0,Radial Velocity
HD 13931 b,,,4218.0,44.2,1.02,2010.0,Radial Velocity
HD 139357 b,,,1125.7,121.4,1.35,2009.0,Radial Velocity
HD 1397 b,0.415,1.026,11.53533,79.31,1.3219999999999998,2018.0,Primary Transit
HD 14067 b,,,1455.0,163.4,2.4,2014.0,Radial Velocity
HD 141399 b,,,94.44,36.17,1.07,2014.0,Radial Velocity
HD 141399 c,,,201.99,36.17,1.07,2014.0,Radial Velocity
HD 141399 d,,,1069.8,36.17,1.07,2014.0,Radial Velocity
HD 141399 e,,,5000.0,36.17,1.07,2014.0,Radial Velocity
HD 141937 b,,,653.22,33.46,1.1,2002.0,Radial Velocity
HD 142 A b,,,349.7,20.6,1.1,2001.0,Radial Velocity
HD 142 A c,,,6005.0,20.6,1.1,2012.0,Radial Velocity
HD 142022 A b,29.4,,1928.0,35.87,0.99,2005.0,Radial Velocity
HD 142245 A b,,,1299.0,109.5,1.69,2011.0,Radial Velocity
HD 142415 b,,,386.3,34.2,1.09,2003.0,Radial Velocity
HD 143105 b,,,2.1974,48.7,1.51,2016.0,Radial Velocity
HD 143361 b,,,1057.0,59.35,0.95,2008.0,Radial Velocity
HD 143761 b,,,39.8458,17.236,0.889,2016.0,Radial Velocity
HD 143761 c,,,102.54,17.236,0.889,2016.0,Radial Velocity
HD 145377 b,,,103.95,57.7,1.12,2008.0,Radial Velocity
HD 145457 b,,,176.3,126.0,1.9,2010.0,Radial Velocity
HD 145934 b,,,2730.0,,1.7480000000000002,2015.0,Radial Velocity
HD 1461 b,,,5.7715,23.4,1.02,2009.0,Radial Velocity
HD 1461 c,,,13.505999999999998,23.4,1.02,2011.0,Radial Velocity
HD 147018 b,,,44.236000000000004,42.96,0.927,2009.0,Radial Velocity
HD 147018 c,,,1008.0,42.96,0.927,2009.0,Radial Velocity
HD 147379 b,,,86.54,10.735,0.58,2018.0,Radial Velocity
HD 147513 b,,,528.4,12.9,0.92,2003.0,Radial Velocity
HD 14787 b,,1.25,676.6,119.5,1.43,2018.0,Radial Velocity
HD 147873 b,,,116.596,104.93,1.38,2016.0,Radial Velocity
HD 147873 c,,,491.54,104.93,1.38,2016.0,Radial Velocity
HD 148156 b,,,1010.0,53.05,1.22,2009.0,Radial Velocity
HD 148164 b,,,5062.0,72.0,1.21,2018.0,Radial Velocity
HD 148164 c,,,328.55,72.0,1.21,2018.0,Radial Velocity
HD 148284 b,,1.067,339.30199999999996,94.0,1.07,2018.0,Radial Velocity
HD 149026 b,0.35700000000000004,0.718,2.8758916,78.9,1.3,2005.0,Primary Transit
HD 149143 b,,1.05,4.07206,63.0,1.1,2005.0,Radial Velocity
HD 1502 b,,1.183,428.5,159.0,1.46,2011.0,Radial Velocity
HD 150433 b,,,1096.2,29.6,,2011.0,Radial Velocity
HD 150706 b,,,5894.0,27.2,0.94,2002.0,Radial Velocity
HD 152079 b,,,2097.0,85.17,1.023,2010.0,Radial Velocity
HD 152581 b,,,689.0,186.0,0.927,2011.0,Radial Velocity
HD 152843 b,0.03637,0.3042,11.6264,107.898,1.15,2021.0,Primary Transit
HD 152843 c,0.0865,0.5201,27.13,107.898,1.15,2021.0,Primary Transit
HD 153950 b,,,499.4,49.6,1.12,2008.0,Radial Velocity
HD 154088 b,,,18.56,17.8,,2011.0,Radial Velocity
HD 154345 b,1.3,,3538.0,18.06,0.88,2006.0,Radial Velocity
HD 154672 b,,,163.91,65.8,1.06,2008.0,Radial Velocity
HD 154857 b,,,408.6,64.2,1.7180000000000002,2004.0,Radial Velocity
HD 154857 c,,,3452.0,64.2,1.7180000000000002,2014.0,Radial Velocity
HD 155193 b,,,352.65,57.9,,2021.0,Radial Velocity
HD 155233 b,,,818.8,75.1,1.5,2015.0,Radial Velocity
HD 155358 b,,,194.3,43.0,0.92,2007.0,Radial Velocity
HD 155358 c,,,391.9,43.0,0.92,2007.0,Radial Velocity
HD 156279 b,,,131.05,36.6,0.93,2011.0,Radial Velocity
HD 156279 c,,,4191.0,36.6,0.93,2010.0,Radial Velocity
HD 156411 b,,,842.2,55.1,1.25,2009.0,Radial Velocity
HD 156668 b,,,4.646,24.5,0.772,2010.0,Radial Velocity
HD 156668 c,,,,24.5,0.772,2017.0,Radial Velocity
HD 157172 b,,,104.84,31.9,,2011.0,Radial Velocity
HD 158038 b,,,521.0,103.6,1.65,2011.0,Radial Velocity
HD 158259 b,,0.107,2.178,27.08,1.08,2020.0,Radial Velocity
HD 158259 c,,,3.432,27.08,1.08,2019.0,Radial Velocity
HD 158259 d,,,5.1980814,27.08,1.08,2019.0,Radial Velocity
HD 158259 e,,,7.9510000000000005,27.08,1.08,2019.0,Radial Velocity
HD 158259 f,,,12.027999999999999,27.08,1.08,2019.0,Radial Velocity
HD 158996 b,,,820.2,294.1,1.8,2018.0,Radial Velocity
HD 159243 b,,,12.62,69.2,1.125,2013.0,Radial Velocity
HD 159243 c,,,248.4,69.2,1.125,2013.0,Radial Velocity
HD 159868 b,,1.202,1184.1,52.7,1.19,2007.0,Radial Velocity
HD 159868 c,,1.2690000000000001,351.0,52.7,1.19,2012.0,Radial Velocity
HD 1605 b,,,577.9,84.6,1.31,2015.0,Radial Velocity
